PacketID,StartPacket,ProtocolVersion,DataIdentifier,SiteID,Time,Date,PacketDateTime,DeviceID,BMSManufacturerID,SerialNumber,InstallationDate,CellsConnectedCount,ProblemCells,CellNumber,CellVoltage,CellTemperature,CellSpecificGravity,CellServerTime,StringVoltage,SystemPeakCurrentInChargeOneCycle,AverageDischargingCurrent,AverageChargingCurrent,AhInForOneChargeCycle,AhOutForOneDischargeCycle,CumulativeAHIn,CumulativeAHOut,ChargeTimeCycle,DischargeTimeCycle,TotalChargingEnergy,TotalDischargingEnergy,EveryHourAvgTemp,CumulativeTotalAvgTempEveryHour,ChargeOrDischargeCycle,SocLatestValueForEveryCycle,DodLatestValueForEveryCycle,SystemPeakCurrentInDischargeOneCycle,InstantaneousCurrent,AmbientTemperature,BatteryRunHours,BMSBankDischargeCycle,BMSAmbientTemperatureHN,BMSSocLN,BMSStringVoltageLNH,BMSStringCurrentHN,BMSBmsSedCommunication,BMSCellCommunication,BMSCellVoltageLN,BMSCellVoltageNH,BMSCellTemperatureHN,BMSBuzzer,ChargerID,ChargerDeviceID,ACVoltage,ACCurrent,Frequency,Energy,ChargerInputMains,ChargerInputPhase,ChargerDCVoltageOLN,ChargerACVoltageULN,ChargerLoad,ChargerTrip,ChargerOutputMccb,ChargerBatteryCondition,ChargerTestPushButton,ChargerResetPushButton,ChargerAlarmSupplyFuse,ChargerFilterFuse,ChargerOutputFuse,ChargerInputFuse,ChargerRectifierFuse,ServerTime
1,U,,P,CHARGER-1,09:12:46,07/05/2025,2025-05-07T09:12:46,1,17,CH6347100751,21/08/2024,5,1,1,2.036,30.47,1.2944,2025-05-07T09:11:21,10.96,46.53,2.375,9.115,81.756,7.119,333.315,999.315,3433,1093,21.372,89.453,27.6,39.7,60,12.0,55.3,2.234,1.757,28.7,1731,True,False,True,5,False,True,False,False,True,False,False,95846,236.7,9.07,49.62,83.61,True,False,17,10,True,True,True,True,False,False,False,False,True,False,False,2025-05-07T09:12:46
1,U,,P,CHARGER-1,09:12:46,07/05/2025,2025-05-07T09:12:46,1,17,CH6347100751,21/08/2024,5,1,2,65.535,65535.0,59.749,2025-05-07T09:12:40,10.96,46.53,2.375,9.115,81.756,7.119,333.315,999.315,3433,1093,21.372,89.453,27.6,39.7,60,12.0,55.3,2.234,1.757,28.7,1731,True,False,True,5,False,True,False,False,True,False,False,95846,236.7,9.07,49.62,83.61,True,False,17,10,True,True,True,True,False,False,False,False,True,False,False,2025-05-07T09:12:46
1,U,,P,CHARGER-1,09:12:46,07/05/2025,2025-05-07T09:12:46,1,17,CH6347100751,21/08/2024,5,1,3,2.209,24.81,1.2595,2025-05-07T09:12:15,10.96,46.53,2.375,9.115,81.756,7.119,333.315,999.315,3433,1093,21.372,89.453,27.6,39.7,60,12.0,55.3,2.234,1.757,28.7,1731,True,False,True,5,False,True,False,False,True,False,False,95846,236.7,9.07,49.62,83.61,True,False,17,10,True,True,True,True,False,False,False,False,True,False,False,2025-05-07T09:12:46
1,U,,P,CHARGER-1,09:12:46,07/05/2025,2025-05-07T09:12:46,1,17,CH6347100751,21/08/2024,5,1,4,2.372,27.87,1.2796,2025-05-07T09:11:09,10.96,46.53,2.375,9.115,81.756,7.119,333.315,999.315,3433,1093,21.372,89.453,27.6,39.7,60,12.0,55.3,2.234,1.757,28.7,1731,True,False,True,5,False,True,False,False,True,False,False,95846,236.7,9.07,49.62,83.61,True,False,17,10,True,True,True,True,False,False,False,False,True,False,False,2025-05-07T09:12:46
1,U,,P,CHARGER-1,09:12:46,07/05/2025,2025-05-07T09:12:46,1,17,CH6347100751,21/08/2024,5,1,5,2.279,31.77,1.2529,2025-05-07T09:11:51,10.96,46.53,2.375,9.115,81.756,7.119,333.315,999.315,3433,1093,21.372,89.453,27.6,39.7,60,12.0,55.3,2.234,1.757,28.7,1731,True,False,True,5,False,True,False,False,True,False,False,95846,236.7,9.07,49.62,83.61,True,False,17,10,True,True,True,True,False,False,False,False,True,False,False,2025-05-07T09:12:46
2,U,,P,CHARGER-1,09:12:51,07/05/2025,2025-05-07T09:12:51,1,17,CH6347100751,21/08/2024,5,1,1,2.176,42.36,1.2444,2025-05-07T09:11:15,11.24,47.23,6.984,2.077,12.689,7.427,310.888,486.14,1731,1471,46.327,97.731,30.5,30.4,11,31.0,3.8,4.447,5.651,41.4,1731,False,True,True,4,True,True,True,True,True,False,True,25965,220.8,2.75,49.99,52.18,False,False,17,17,False,True,False,True,True,True,True,False,True,True,False,2025-05-07T09:12:51
2,U,,P,CHARGER-1,09:12:51,07/05/2025,2025-05-07T09:12:51,1,17,CH6347100751,21/08/2024,5,1,2,2.25,44.25,1.2288,2025-05-07T09:12:19,11.24,47.23,6.984,2.077,12.689,7.427,310.888,486.14,1731,1471,46.327,97.731,30.5,30.4,11,31.0,3.8,4.447,5.651,41.4,1731,False,True,True,4,True,True,True,True,True,False,True,25965,220.8,2.75,49.99,52.18,False,False,17,17,False,True,False,True,True,True,True,False,True,True,False,2025-05-07T09:12:51
2,U,,P,CHARGER-1,09:12:51,07/05/2025,2025-05-07T09:12:51,1,17,CH6347100751,21/08/2024,5,1,3,2.351,36.7,1.2383,2025-05-07T09:12:02,11.24,47.23,6.984,2.077,12.689,7.427,310.888,486.14,1731,1471,46.327,97.731,30.5,30.4,11,31.0,3.8,4.447,5.651,41.4,1731,False,True,True,4,True,True,True,True,True,False,True,25965,220.8,2.75,49.99,52.18,False,False,17,17,False,True,False,True,True,True,True,False,True,True,False,2025-05-07T09:12:51
2,U,,P,CHARGER-1,09:12:51,07/05/2025,2025-05-07T09:12:51,1,17,CH6347100751,21/08/2024,5,1,4,2.106,42.61,1.2603,2025-05-07T09:11:36,11.24,47.23,6.984,2.077,12.689,7.427,310.888,486.14,1731,1471,46.327,97.731,30.5,30.4,11,31.0,3.8,4.447,5.651,41.4,1731,False,True,True,4,True,True,True,True,True,False,True,25965,220.8,2.75,49.99,52.18,False,False,17,17,False,True,False,True,True,True,True,False,True,True,False,2025-05-07T09:12:51
2,U,,P,CHARGER-1,09:12:51,07/05/2025,2025-05-07T09:12:51,1,17,CH6347100751,21/08/2024,5,1,5,65.535,65535.0,59.749,2025-05-07T09:12:23,11.24,47.23,6.984,2.077,12.689,7.427,310.888,486.14,1731,1471,46.327,97.731,30.5,30.4,11,31.0,3.8,4.447,5.651,41.4,1731,False,True,True,4,True,True,True,True,True,False,True,25965,220.8,2.75,49.99,52.18,False,False,17,17,False,True,False,True,True,True,True,False,True,True,False,2025-05-07T09:12:51
